Temperature (°C),Humidity (%),Occupancy,Energy Consumption (kWh)
22.7,36.03,1,130
22.7,35.8333333333333,1,120
22.7,35.5666666666667,1,70
22.6666666666667,35.4666666666667,0,90
22.65,35.35,1,100
22.6,35.26,1,90
22.6,35.1633333333333,1,90
22.6,35.1633333333333,1,40
22.56666666666669,35.2,0,60
22.5,35.2,1,40
22.5,35.29,0,40
22.4266666666667,35.23,0,30
22.39,35.3266666666667,0,30
22.32333333333329,35.4666666666667,1,40
22.29,35.59,1,50
22.29,35.6633333333333,0,50
22.26,35.7,1,60
22.2,35.76,0,40
22.1,35.79,1,60
22.1,35.8633333333333,0,40
22.06666666666669,35.9666666666667,0,60
22.0,35.9,1,50
22.0,35.9,0,60
21.9175,35.9,1,50
21.89,35.9666666666667,0,50
21.79,36.0,1,50
21.79,36.06,0,50
21.76,36.09,1,40
21.7,36.09,1,60
21.7,36.2,0,50
21.6333333333333,36.2,1,50
21.6,36.2,0,50
21.533333333333296,36.2,1,30
21.5,36.23,0,30
21.5,36.29,1,30
21.39,36.2,1,30
21.39,36.2,1,60
21.39,36.29,1,50
21.32333333333329,36.29,1,50
21.26,36.29,1,50
21.26,36.363333333333294,1,50
21.2,36.29,1,50
21.2,36.29,0,50
21.15,36.345,1,40
21.1,36.4,1,40
21.1,36.4,1,60
21.06666666666669,36.363333333333294,1,50
21.0,36.29,0,60
20.963333333333296,36.29,1,50
20.89,36.29,0,40
20.89,36.29,0,50
20.89,36.29,0,50
20.79,36.29,1,50
20.79,36.29,0,20
20.79,36.29,0,40
20.79,36.29,1,30
20.7,36.29,0,40
20.7,36.29,0,50
20.6333333333333,36.23,0,50
20.7,36.23,0,60
20.6666666666667,36.223333333333294,1,50
20.6,36.223333333333294,0,60
20.6,36.245,1,60
20.6,36.06,1,90
20.6,36.0,0,70
20.6,36.1266666666667,0,50
20.6666666666667,36.4,1,40
20.7,36.29,1,70
20.7,36.09666666666671,0,330
20.6,35.79,0,260
20.6,35.73,1,200
20.6,35.6633333333333,0,150
20.6,35.4633333333333,0,70
20.6,35.26,1,60
20.6,35.2,1,80
20.6333333333333,35.23,0,70
20.7,35.29,1,80
20.7,35.26,0,80
20.7,35.2,1,80
20.7,35.29,1,80
20.76,35.3633333333333,1,260
20.79,35.3266666666667,1,420
20.79,35.175,1,150
20.79,34.8266666666667,1,60
20.79,34.76,1,60
20.8566666666667,34.7,0,60
20.89,34.4666666666667,1,60
20.89,34.4666666666667,1,40
21.0,34.4333333333333,1,50
21.06666666666669,34.56,0,40
21.1,34.4666666666667,1,180
21.22666666666669,35.9333333333333,1,100
21.39,36.1566666666667,1,60
21.463333333333296,36.23,1,60
21.6333333333333,35.99,0,60
21.76,35.5966666666667,0,80
21.9266666666667,35.43,0,70
22.0,35.0966666666667,0,50
22.1333333333333,34.8333333333333,1,50
22.26,34.6266666666667,1,50
22.32333333333329,34.3633333333333,1,50
22.4175,34.1175,1,40
22.5,33.9333333333333,0,60
22.6,33.6633333333333,0,50
22.6666666666667,33.6633333333333,0,60
22.7,33.56,0,60
22.76,33.5,1,40
22.79,33.43,0,50
22.79,32.8966666666667,0,50
22.7,33.06,0,60
22.7,33.5266666666667,1,80
22.7,32.4966666666667,1,80
22.7,31.6966666666667,1,70
22.73,31.5566666666667,1,80
22.79,31.89,1,80
22.79,31.79,0,100
22.79,31.8566666666667,1,80
22.79,31.6,1,80
22.8566666666667,31.6666666666667,1,90
22.79,31.7,1,90
22.8566666666667,31.8266666666667,0,100
22.79,31.79,1,110
22.82333333333329,31.9266666666667,0,90
22.82333333333329,31.9266666666667,1,100
22.79,32.0,0,80
22.79,32.06,0,70
22.79,32.36,1,110
22.73,32.5,1,100
22.7,32.53,0,360
22.7,32.6633333333333,1,350
22.7,33.4566666666667,1,190
22.6333333333333,34.0633333333333,0,590
22.7,37.933333333333294,1,90
22.76,40.0666666666667,1,110
22.82333333333329,38.4233333333333,1,110
22.89,38.03,0,140
22.89,37.2333333333333,0,130
22.89,36.69333333333329,1,180
22.89,36.1,1,130
22.82333333333329,35.6333333333333,1,140
22.89,35.3333333333333,0,140
22.89,35.025,1,120
22.89,34.7666666666667,1,150
22.89,34.4666666666667,0,130
22.89,34.4,1,130
22.89,34.1633333333333,1,110
22.89,34.03,0,90
22.89,33.9666666666667,1,70
22.89,33.9,0,70
22.89,33.9,1,100
22.82333333333329,33.8266666666667,1,80
22.8566666666667,33.8633333333333,1,80
22.79,33.8633333333333,1,60
22.79,34.0666666666667,1,70
22.79,34.26,0,70
22.7,34.4,1,60
22.7,34.4666666666667,0,70
22.7,34.53,0,50
22.7,34.59,0,60
22.6,34.6266666666667,1,60
22.6,34.7,0,70
22.6,34.745,0,70
22.56666666666669,34.86,0,50
22.5,35.06,0,40
22.5,35.4333333333333,1,30
22.5,35.4333333333333,1,30
22.463333333333296,35.3633333333333,0,30
22.39,35.3633333333333,1,50
22.39,35.3633333333333,1,50
22.39,35.29,1,50
22.39,35.29,1,60
22.32333333333329,35.29,1,50
22.29,35.29,0,50
22.29,35.29,1,50
22.29,35.29,1,40
22.23,35.23,1,50
22.2,35.29,1,50
22.2,35.29,0,60
22.1,35.29,1,60
22.1,35.29,1,50
22.1,35.29,0,50
22.0,35.2,0,40
22.0,35.1266666666667,1,20
22.0,35.2,1,30
21.9266666666667,35.2,1,30
21.89,35.2,1,50
21.89,35.2,1,60
21.79,35.09,0,40
21.79,35.09,0,50
21.76,35.1266666666667,0,50
21.76,35.2,0,50
21.7,35.2,0,50
21.7,35.26,1,50
21.6,35.2,1,50
21.6,35.2,0,50
21.56666666666669,35.29,0,50
21.56666666666669,35.29,0,50
21.5,35.29,1,40
21.5,35.3633333333333,0,50
21.39,35.29,0,50
21.39,35.3175,1,50
21.39,35.4,1,50
21.3566666666667,35.4,0,30
21.29,35.4666666666667,1,50
21.29,35.5,0,20
21.29,35.6933333333333,1,60
21.29,35.79,1,80
21.29,35.73,0,90
21.2,35.9633333333333,1,50
21.26,36.1633333333333,0,60
21.29,36.363333333333294,0,60
21.29,36.29,0,50
21.26,36.26,1,50
21.2,36.2,0,50
21.2,36.1633333333333,0,40
21.2,36.09,0,50
21.2,36.1633333333333,0,50
21.2,36.09,1,70
21.2,36.09,0,50
21.2,36.09,0,30
21.2,35.95,1,30
21.1,35.79,1,30
21.1,35.79,1,40
21.1,35.7,1,40
21.1,35.7,0,60
21.1,35.6633333333333,1,60
21.1,35.59,1,50
21.06666666666669,35.5266666666667,0,70
21.0,35.3266666666667,1,40
21.0,35.3266666666667,0,60
20.9266666666667,35.4666666666667,1,50
20.963333333333296,35.5,1,40
20.89,35.56,1,60
20.89,35.6266666666667,1,50
20.89,35.7,1,130
20.89,35.6266666666667,0,90
20.89,35.8333333333333,1,70
20.89,35.9333333333333,0,70
20.89,35.9333333333333,0,70
20.89,35.95,1,70
20.89,36.0,0,60
20.89,36.0,0,60
20.89,35.9333333333333,1,60
20.89,35.9333333333333,1,60
20.9266666666667,38.96,0,50
21.0,38.293333333333294,0,50
21.0,37.76,0,50
21.0,37.5666666666667,1,50
21.033333333333296,37.26,0,40
21.033333333333296,37.0,1,60
21.1,36.69333333333329,0,50
21.1,36.2266666666667,0,60
21.1,35.8633333333333,1,50
21.1666666666667,35.79,0,60
21.2,35.76,1,50
21.26,35.76,0,40
21.32333333333329,35.7,1,50
21.39,35.7,1,50
21.39,35.6633333333333,0,60
21.39,35.59,0,50
21.39,35.59,0,50
21.39,35.59,1,50
21.39,35.7233333333333,1,50
21.39,36.1266666666667,1,80
21.39,36.26,1,80
21.39,36.36,0,90
21.39,36.5,0,90
21.3566666666667,36.56,0,80
21.29,36.433333333333294,0,80
21.29,36.4666666666667,0,70
21.29,36.4,1,70
21.29,36.363333333333294,1,240
21.29,36.43,1,250
21.39,36.7266666666667,0,100
21.463333333333296,37.19333333333329,1,110
21.533333333333296,37.1633333333333,1,130
21.6666666666667,37.1633333333333,1,120
21.7,37.06,0,120
21.7675,36.8975,0,110
21.8566666666667,36.79,0,120
22.0,36.76,0,110
22.0,36.7,1,110
22.1,36.6633333333333,0,130
22.1,36.53,0,110
22.2,36.4666666666667,1,110
22.26,36.4666666666667,1,80
22.32333333333329,36.4,1,80
22.39,36.3266666666667,1,80
22.4266666666667,36.29,0,70
22.5,36.29,0,90
22.533333333333296,36.2,0,80
22.6,36.2,1,70
22.7,36.29,1,80
22.7,36.29,0,80
22.7,36.29,1,80
22.7,36.29,0,50
22.7,36.29,1,60
22.7,36.29,0,30
22.6,36.2,0,30
22.6,36.2,1,40
22.6,36.26,1,30
22.5,36.29,1,60
22.5,36.363333333333294,0,50
22.5,36.4,0,80
22.4266666666667,36.4,0,50
22.39,36.4,1,50
22.39,36.4,1,60
22.29,36.5,1,50
22.29,36.5,0,60
22.26,36.56,1,50
22.2,36.56,1,50
22.2,36.59,1,50
22.1333333333333,36.6633333333333,0,40
22.1,36.73,1,50
22.033333333333296,36.73,1,60
22.0,36.7,1,50
22.0,36.6266666666667,1,40
21.963333333333296,36.6266666666667,0,40
21.89,36.7,1,30
21.89,36.7,1,30
21.79,36.7,0,50
21.79,36.76,0,50
21.7,36.79,0,50
21.7,36.79,1,50
21.7,36.9,0,60
21.7,36.9,1,50
21.6,36.9,0,50
21.6,36.9,1,60
21.56666666666669,36.9,0,50
21.5,36.9,0,50
21.5,37.0,1,40
21.5,37.06,1,40
21.39,37.03,0,60
21.39,37.09,0,50
21.39,37.1266666666667,0,60
21.39,37.1266666666667,1,40
21.29,37.1266666666667,1,30
21.29,37.1725,1,20
21.23,37.09,1,20
21.2,37.09,1,50
21.2,37.09,0,50
21.1666666666667,37.09,1,60
21.1,37.09,1,50
21.1,37.2,0,60
21.1,37.2,0,50
21.1,37.1633333333333,0,50
21.033333333333296,37.03,0,50
21.0,37.0,1,50
21.0,37.06,1,50
21.0,37.03,1,60
21.0,37.03,1,60
21.0,37.0,1,50
20.9266666666667,37.06,1,60
20.963333333333296,37.5666666666667,0,60
20.963333333333296,37.7,0,50
21.0,37.73,1,30
21.0,37.79,0,30
21.0,37.845,0,110
21.0,37.93,1,50
21.0,37.99,1,120
21.0,37.76,0,350
21.0,37.6266666666667,1,60
21.0,37.5,1,60
21.0,37.433333333333294,0,60
21.0,37.26,0,280
20.9266666666667,37.1266666666667,1,360
20.89,37.06,0,120
20.89,36.933333333333294,0,80
20.89,36.9,1,110
20.89,36.9,1,70
20.89,36.9,0,90
20.89,36.8266666666667,0,190
20.89,36.7,0,420
20.89,36.7,1,230
20.89,36.7,0,650
20.89,36.76,1,690
20.89,36.7,1,410
20.89,36.863333333333294,0,330
20.89,36.79,1,320
20.89,36.79,1,300
20.89,36.79,1,270
20.9266666666667,36.79,0,140
21.0,36.863333333333294,1,110
21.06666666666669,37.66666666666671,1,340
21.2,38.19333333333329,1,370
21.2,37.5266666666667,0,290
21.2,37.3266666666667,1,310
21.23,37.0266666666667,0,270
21.29,36.8266666666667,0,260
21.32333333333329,36.7,1,230
21.39,36.9,1,200
21.39,37.0,1,90
21.39,37.0,1,100
21.5,36.6333333333333,1,110
21.4266666666667,36.36,0,90
21.39,36.1633333333333,1,100
21.39,36.0225,0,100
21.39,35.9333333333333,0,90
21.39,35.8633333333333,1,80
21.39,35.79,1,80
21.39,35.79,1,80
21.32333333333329,35.73,1,60
21.29,35.4666666666667,0,90
21.29,35.4666666666667,0,80
21.29,36.1633333333333,1,110
21.29,36.03,0,120
21.2,35.9,0,100
21.2,35.9666666666667,1,110
21.2,35.93,0,100
21.2,35.93,0,100
21.2,36.03,1,90
21.26,36.09,1,80
21.32333333333329,36.09,1,80
21.39,36.03,1,90
21.4266666666667,36.03,1,110
21.5,36.0225,1,110
21.5,36.0,1,130
21.533333333333296,36.0,0,220
21.6666666666667,36.6,0,200
21.73,37.7,1,150
21.79,37.96,1,140
21.89,38.09,1,120
21.89,38.2966666666667,1,90
22.0,37.7666666666667,1,100
22.0,37.3,1,110
22.033333333333296,36.93,1,120
22.1,36.59666666666671,0,140
22.1,36.26,1,110
22.1666666666667,36.26,0,100
22.2,36.29,1,120
22.2,36.23,1,100
22.29,36.2,1,80
22.29,36.2,1,100
22.29,36.09,1,100
22.29,36.09,0,100
22.29,36.0,0,100
22.29,35.9666666666667,1,90
22.29,35.9,1,100
22.29,35.9,1,90
22.29,35.8266666666667,0,90
22.29,35.79,1,80
22.23,35.73,1,40
22.2,35.7,1,70
22.2,35.7,1,60
22.2,35.79,1,50
22.1333333333333,35.8633333333333,1,30
22.1,35.9,1,30
22.1,35.9666666666667,1,40
22.0,35.9,0,50
22.0,35.9,1,60
22.0,36.0,0,50
22.0,36.0,0,60
21.963333333333296,36.09,1,70
21.89,36.1633333333333,0,60
21.89,36.1266666666667,1,50
21.865,36.1725,1,60
21.79,36.09,1,50
21.79,36.09,1,50
21.73,36.09,0,60
21.7,36.1633333333333,1,50
21.7,36.1633333333333,0,60
21.6666666666667,36.09,1,70
21.6,36.09,1,50
21.6,36.09,0,60
21.6,36.09,1,50
21.5,36.1266666666667,1,50
21.5,36.2,1,40
21.5,36.2,1,40
21.4266666666667,36.1266666666667,0,30
21.39,36.09,1,40
21.39,36.09,1,70
21.39,36.09,1,60
21.32333333333329,36.1633333333333,0,60
21.3566666666667,36.2,1,50
21.29,36.2,0,50
21.29,36.2,0,60
21.2,36.09,1,50
21.2,36.09,1,60
21.2,36.09,1,60
21.2,36.09,1,60
21.1666666666667,36.2,1,50
21.1,36.2,0,60
21.1,36.2,1,50
21.1,36.2,0,50
21.06666666666669,36.26,1,50
21.0,36.2,0,60
21.0,36.2,0,60
20.9266666666667,36.2,1,60
20.89,36.29,0,50
20.89,36.29,0,50
20.89,36.29,1,40
20.89,36.29,0,40
20.79,36.23,0,30
20.79,36.29,0,50
20.79,36.29,1,60
20.79,36.29,1,60
20.79,36.29,1,60
20.79,36.29,1,60
20.73,36.29,0,80
20.7,36.4566666666667,1,110
20.76,36.99,0,100
20.79,37.1566666666667,1,90
20.79,37.1566666666667,1,100
20.79,37.06,1,100
20.79,37.0,0,90
20.79,36.9,0,100
20.79,36.9,1,90
20.79,36.79,0,140
20.79,36.73,1,370
20.79,36.59,1,230
20.79,36.59,1,100
20.79,36.6233333333333,0,90
20.79,37.9566666666667,1,140
20.89,38.95,1,150
20.89,39.86,1,110
20.963333333333296,39.4666666666667,0,130
21.0,38.69333333333329,0,100
21.0,38.2266666666667,0,130
21.0,37.83333333333329,0,490
21.0,37.7,1,410
21.033333333333296,37.6266666666667,1,360
21.033333333333296,37.7,0,340
21.1,37.6633333333333,1,310
21.1,37.53,0,290
21.2,37.4666666666667,0,230
21.26,37.4,0,150
21.32333333333329,37.363333333333294,0,100
21.463333333333296,37.76333333333329,1,110
21.533333333333296,37.7666666666667,0,120
21.6,37.36,1,120
21.7,37.2,1,120
21.76,37.1266666666667,1,110
21.84,37.0,0,120
21.89,36.863333333333294,0,110
21.963333333333296,36.73,0,110
22.0,36.59,1,230
22.06666666666669,36.59,0,180
22.1,36.4,1,70
22.1,36.4,1,70
22.23,36.39,1,80
22.29,36.39,1,80
22.29,36.06,0,100
22.3566666666667,35.9333333333333,1,80
22.5,35.9,1,90
22.56666666666669,35.8266666666667,1,80
22.6,35.76,1,100
22.6,35.6266666666667,1,100
22.6,35.56,0,80
22.6666666666667,35.5,0,100
22.7,35.53,0,160
22.7,35.6633333333333,0,460
22.73,37.723333333333294,0,120
22.79,40.895,1,70
22.79,39.723333333333294,1,100
22.7,38.33333333333329,1,100
22.7,37.8,1,130
22.7,37.1333333333333,1,110
22.7,36.86,0,110
22.6,36.4666666666667,0,220
22.6,36.3266666666667,1,430
22.6,36.2,0,290
22.6,36.2,0,250
22.7,36.6566666666667,0,260
22.7,37.0633333333333,0,250
22.73,37.5,1,240
22.79,37.76,1,190
22.89,38.2666666666667,1,70
23.03,38.2666666666667,1,80
23.2,37.9,0,90
23.1333333333333,37.6333333333333,0,100
23.1,37.223333333333294,0,110
23.1,37.03,0,130
23.1,36.745,1,170
23.1,36.53,1,120
23.1,36.863333333333294,1,110
23.06666666666669,37.1266666666667,0,120
23.0,37.2,1,120
23.0,37.26,1,110
23.0,37.2,1,120
22.963333333333296,37.2,1,130
22.89,37.2,1,130
22.89,37.2,1,130
22.82333333333329,37.0666666666667,1,80
22.79,37.0,0,80
22.79,37.0,1,60
22.7,37.1266666666667,0,60
22.7,37.26,0,40
22.6666666666667,37.4666666666667,1,60
22.6,37.4,1,60
22.6,37.4,0,50
22.533333333333296,37.4,1,40
22.5,37.4,0,40
22.4175,37.4,1,30
22.39,37.4,1,60
22.39,37.433333333333294,1,50
22.32333333333329,37.433333333333294,1,50
22.29,37.5,0,60
22.29,37.5,1,60
22.26,37.5,0,60
22.2,37.5,1,70
22.2,37.5,1,50
22.2,37.5,1,60
22.1,37.5,0,50
22.1,37.5,0,50
22.06666666666669,37.5,0,50
22.0,37.5,1,50
22.0,37.5,1,70
22.0,37.5,0,60
21.963333333333296,37.4666666666667,1,60
21.89,37.4,1,50
21.89,37.4,0,50
21.815,37.3175,1,50
21.79,37.29,1,40
21.79,37.29,1,30
21.79,37.29,0,30
21.7,37.3266666666667,0,50
21.7,37.4,0,50
21.6333333333333,37.3266666666667,0,70
21.6333333333333,37.3266666666667,0,50
21.6,37.29,1,50
21.6,37.29,1,60
21.56666666666669,37.4,1,50
21.5,37.4,0,50
21.5,37.433333333333294,1,60
21.5,37.5,1,60
21.5,37.5,1,60
21.4266666666667,37.433333333333294,1,60
21.39,37.4,1,50
21.39,37.4,1,50
21.3566666666667,37.5,0,50
21.3566666666667,37.5,1,50
21.29,37.645,0,90
21.29,38.03,0,60
21.29,38.223333333333294,0,70
21.29,38.1633333333333,0,370
21.29,38.03,0,70
21.26,38.03,0,60
21.2,38.223333333333294,0,50
21.2,38.29,1,50
21.2,38.29,0,70
21.2,38.4666666666667,1,80
21.2,38.4,0,70
21.2,38.433333333333294,1,80
21.2,38.5,1,70
21.2,38.5,1,60
21.2,38.56,1,60
21.2,38.59,0,370
21.2,38.59,1,380
21.2,38.6566666666667,1,50
21.2,38.79,1,70
21.2,38.79,1,60
21.2,38.79,0,50
21.2,38.79,1,60
21.2,38.79,0,50
21.26,38.863333333333294,1,60
21.2,38.79,0,50
21.26,38.79,1,40
21.29,38.76,0,60
21.29,38.6266666666667,0,50
21.29,38.56,1,40
21.29,38.433333333333294,1,70
21.29,38.223333333333294,1,60
21.29,38.03,0,60
21.29,37.863333333333294,0,60
21.29,37.6566666666667,1,60
21.29,37.4666666666667,1,70
21.29,37.3266666666667,1,70
21.29,37.223333333333294,1,70
21.29,37.09,1,60
21.29,36.863333333333294,1,50
21.29,36.695,1,60
21.29,36.59,1,50
21.23,36.4,1,50
21.29,36.4,1,50
21.23,36.2,1,60
21.23,36.1266666666667,0,60
21.26,36.06,0,70
21.2,36.0,0,40
21.23,35.9,1,30
21.23,35.8266666666667,0,30
21.2,35.76,0,30
21.2,35.7,1,60
21.2,35.59,1,50
21.2,35.59,1,60
21.2,35.5,1,60
21.2,35.5,1,60
21.2,35.5,1,50
21.2,35.5,1,60
21.2,35.5,1,50
21.2,35.5,0,50
21.2,35.5,1,60
21.1333333333333,35.4,0,50
21.1333333333333,35.4,0,70
21.1,35.4,1,60
21.1,35.4,0,50
21.1,35.4,1,50
21.1,35.4,1,50
21.1,35.4,1,50
21.1,35.4,1,50
21.06666666666669,35.3633333333333,1,50
21.06666666666669,35.49,0,40
21.1,35.8266666666667,1,40
21.1,35.9666666666667,1,60
21.1333333333333,36.0,1,50
21.2,36.0,1,90
21.23,36.03,0,90
21.3566666666667,36.09,0,560
21.533333333333296,36.49,0,410
21.6666666666667,37.823333333333295,0,170
21.84,39.85,1,110
21.9266666666667,39.2966666666667,1,130
22.06666666666669,38.7566666666667,0,140
22.1,38.1,1,140
22.1666666666667,37.9666666666667,1,140
22.23,37.56,0,110
22.29,37.36,0,140
22.4266666666667,37.1633333333333,1,140
22.5,37.09,1,140
22.6,37.09,1,130
22.6,37.09,0,120
22.6333333333333,37.09,1,140
22.7,37.09,0,120
22.7,36.9666666666667,0,120
22.7,36.8266666666667,1,140
22.79,36.7,0,100
22.79,36.6266666666667,0,70
22.79,36.59,0,60
22.73,36.6633333333333,0,70
22.7,36.79,1,70
22.7,36.8725,1,50
22.6333333333333,36.9,0,60
22.6,36.9,0,30
22.6,36.9,0,40
22.6,37.0,1,40
22.533333333333296,37.06,0,60
22.5,37.29,1,70
22.5,37.29,0,70
22.39,37.2,0,70
22.39,37.26,1,60
22.3566666666667,37.29,1,60
22.29,37.29,0,60
22.29,37.29,1,60
22.29,37.29,1,50
22.2,37.3266666666667,1,60
22.2,37.5266666666667,1,60
22.1666666666667,37.7,1,50
22.1,37.7,1,60
22.1,37.59,0,40
22.025,37.4975,1,50
22.0,37.4,1,50
22.0,37.4,0,40
21.9266666666667,37.4,0,60
21.89,37.4,0,50
21.89,37.4,1,60
21.79,37.3266666666667,1,30
21.79,37.4,1,40
21.79,37.4,0,20
21.79,37.4,1,30
21.7,37.4,1,40
21.7,37.4,0,50
21.7,37.5,1,60
21.6333333333333,37.433333333333294,1,60
21.6,37.4,1,50
21.6,37.4,1,50
21.56666666666669,37.4,1,50
21.5,37.4,0,50
21.5,37.4,1,40
21.5,37.4,0,50
21.5,37.4,0,60
21.39,37.29,0,50
21.39,37.29,1,50
21.39,37.2,1,60
21.39,37.2,0,50
21.29,37.2,0,40
21.29,37.2,1,60
21.29,37.3,1,70
21.29,37.69333333333329,1,60
21.29,37.73,1,40
21.29,37.6566666666667,1,90
21.2,37.79,0,30
21.2,37.93,1,30
21.2,38.1266666666667,0,50
21.2,38.26,1,50
21.2,38.1633333333333,0,40
21.2,38.09,1,50
21.1,38.09,1,60
21.1,38.09,1,50
21.1,38.09,0,60
21.1,38.09,1,50
21.1,38.09,0,50
21.1,38.09,0,50
21.1,38.09,0,50
21.1,38.1566666666667,1,50
21.1,38.29,1,40
21.1,38.2,1,60
21.1666666666667,38.2,1,50
21.2,38.2,1,60
21.2,38.2,1,40
21.2,38.2,0,50
21.2,38.2,0,40
21.29,38.2,1,30
21.29,38.2,1,30
21.29,38.1633333333333,1,30
21.3566666666667,38.09,1,50
21.39,38.06,0,60
21.39,38.0,0,60
21.4266666666667,38.0,1,40
21.5,38.0,0,50
21.5,38.0,0,50
21.6,38.0,1,50
21.6666666666667,38.0,0,50
21.7,37.863333333333294,1,60
21.76,37.73,1,60
21.82333333333329,37.6633333333333,1,50
21.963333333333296,37.53,0,50
22.0,37.4666666666667,0,50
22.06666666666669,37.4,1,40
22.1333333333333,37.363333333333294,0,60
22.2,37.29,0,50
22.26,37.26,0,50
22.26,37.2,0,50
22.26,37.2,0,70
22.2,37.2,1,40
22.2,37.2,0,50
22.2,37.2,0,50
22.2,37.2,1,50
22.2,37.1175,1,50
22.26,37.09,0,30
22.2,37.0,0,40
22.2,37.06,1,30
22.2,37.09,1,40
22.2,37.09,1,50
22.2,37.03,1,60
22.2,37.09,0,40
22.1333333333333,37.03,1,50
22.1333333333333,37.03,0,50
22.1,37.09,1,50
22.1,37.09,1,60
22.1,37.09,1,50
22.1,37.09,0,60
22.1,37.09,0,50
22.1,37.09,1,50
22.1,37.09,1,40
22.1,37.1633333333333,1,70
22.1,37.09,0,80
22.1,37.03,0,90
22.1,36.9,1,100
22.06666666666669,36.723333333333294,0,100
22.0,36.6633333333333,1,120
22.0,37.3666666666667,1,110
22.0,37.5666666666667,1,320
22.0,37.3,1,620
22.06666666666669,40.5,1,450
22.23,48.9666666666667,0,240
22.3566666666667,46.433333333333294,1,100
22.5,44.6966666666667,0,120
22.5,43.55666666666671,1,130
22.533333333333296,42.1966666666667,0,140
22.6,41.2566666666667,1,140
22.6,40.33333333333329,0,160
22.6666666666667,40.1333333333333,0,110
22.73,40.0266666666667,1,120
22.79,39.69333333333329,0,130
22.82333333333329,39.5666666666667,1,140
22.89,39.6266666666667,1,130
22.89,39.5266666666667,0,150
22.9725,39.2675,1,140
23.0,39.03,0,130
23.033333333333296,38.76,0,120
23.033333333333296,38.6266666666667,1,110
23.1,38.5266666666667,1,80
23.033333333333296,38.2666666666667,0,60
23.0,38.09,1,40
23.0,38.1633333333333,1,40
23.0,38.23,1,50
22.9266666666667,38.363333333333294,0,70
22.89,38.433333333333294,1,60
22.89,38.56,1,50
22.79,38.6266666666667,1,40
22.79,38.7,1,60
22.76,38.73,1,50
22.7,38.79,0,60
22.7,38.79,1,60
22.7,38.79,0,60
22.6,38.79,0,50
22.6,38.79,1,50
22.55,38.79,0,50
22.5,38.79,1,50
22.5,38.79,1,50
22.463333333333296,38.79,0,40
22.39,38.79,1,60
22.39,38.79,1,60
22.32333333333329,38.79,1,50
22.29,38.79,1,60
22.29,38.79,0,50
22.26,38.76,1,40
22.2,38.7,1,30
22.2,38.7,0,20
22.2,38.7,1,40
22.1666666666667,38.7,1,40
22.1,38.7,0,60
22.1,38.7,0,60
22.033333333333296,38.6266666666667,1,50
22.0,38.6266666666667,0,40
22.0,38.7,1,60
22.0,38.6266666666667,0,40
21.9175,38.7,1,50
21.89,38.7,0,50
21.89,38.7,0,50
21.82333333333329,38.6266666666667,1,60
21.79,38.7,1,60
21.79,38.7,1,50
21.79,38.7,1,50
21.79,38.7,0,50
21.76,38.76,0,40
21.7,38.76,1,50
21.7,38.73,1,50
21.7,38.79,1,60
21.7,38.79,0,60
21.6333333333333,38.79,1,80
21.6,39.0666666666667,0,40
21.6,39.4,1,290
21.6,39.4666666666667,1,130
21.6,39.4,0,330
21.6,39.4,1,80
21.525,39.475,0,280
21.5,39.7,1,150
21.6,40.0,0,60
21.533333333333296,40.0,1,70
21.5,40.03,0,50
21.5,40.03,1,110
21.5,39.9666666666667,1,410
21.5,39.9,1,160
21.5,39.9,0,70
21.56666666666669,39.8266666666667,1,80
21.6,39.7,0,60
21.6,39.76,1,100
21.6,39.79,0,80
21.6,39.79,1,60
21.6,40.03,0,80
21.6666666666667,40.223333333333294,0,60
21.7,40.53,0,60
21.7,40.7966666666667,1,80
21.7,41.1266666666667,0,100
21.76,41.2,1,80
21.745,41.395,1,110
21.79,41.7266666666667,1,60
21.79,41.933333333333294,1,40
21.79,42.36,0,40
21.79,43.69333333333329,1,60
21.89,44.63,0,70
21.89,43.89,1,90
21.89,43.1233333333333,0,100
21.89,42.53,1,100
21.89,41.93,0,50
21.89,41.6566666666667,1,50
21.8566666666667,41.2333333333333,0,50
21.8566666666667,40.69333333333329,1,50
21.79,40.223333333333294,0,50
21.79,39.89,1,50
21.79,39.6333333333333,1,50
21.79,39.433333333333294,1,60
21.79,39.1633333333333,1,60
21.79,39.03,1,60
21.7,38.845,1,80
21.7,38.79,1,90
21.7,38.73,1,90
21.7,38.73,1,90
21.7,38.73,0,100
21.6,38.59,1,100
21.6,38.59,1,90
21.6,38.59,0,90
21.6,38.59,1,60
21.6,38.5,0,80
21.6,38.5,0,60
21.56666666666669,38.4,1,70
21.5,38.4,1,90
21.5,38.23,1,100
21.5,38.1566666666667,1,120
21.5,38.09,1,120
21.5,38.09,0,110
21.5,38.2,0,90
21.4266666666667,38.0,1,100
21.39,37.46,0,110
21.315,37.025,1,100
21.29,36.9,1,110
21.29,37.1566666666667,0,100
21.23,37.23,1,90
21.2,37.23,1,100
21.2,37.6233333333333,1,110
21.29,38.43,1,100
21.29,38.29,1,190
21.39,38.36,0,210
21.463333333333296,38.83333333333329,1,140
21.6333333333333,39.433333333333294,1,100
21.76,39.3,1,120
21.82333333333329,39.09,1,90
21.963333333333296,39.09,1,200
22.0,39.6566666666667,0,140
22.06666666666669,41.3966666666667,1,100
22.1333333333333,41.0633333333333,1,120
22.2,40.323333333333295,0,130
22.29,39.9,0,150
22.3566666666667,39.76,1,140
